alpha,instance_id,read_idx,hd,energy,delta_energy,is_target,is_R_gs,eng_ok
0.02,0,28,4,-4888.480000002187,0.5599999978130654,0,0,0
0.02,0,29,4,-4888.480000002187,0.5599999978130654,0,0,0
0.02,0,30,3,-4888.380000002184,0.6599999978161577,0,0,0
0.02,0,31,3,-4888.360000002185,0.6799999978147753,0,0,0
0.02,0,32,6,-4888.320000002184,0.7199999978156484,0,0,0
0.02,0,33,3,-4888.300000002182,0.7399999978179039,0,0,0
0.02,0,34,6,-4888.240000002184,0.7999999978155756,0,0,0
0.02,0,35,4,-4888.220000002186,0.8199999978141932,0,0,0
0.02,0,36,4,-4888.220000002186,0.8199999978141932,0,0,0
0.02,0,37,6,-4888.080000002184,0.9599999978163396,0,0,0
0.02,0,38,6,-4888.080000002184,0.9599999978163396,0,0,0
0.02,0,39,6,-4888.080000002184,0.9599999978163396,0,0,0
0.02,0,40,7,-4888.060000002184,0.9799999978158667,0,0,0
0.02,0,41,6,-4888.060000002178,0.9799999978222331,0,0,0
0.02,0,42,6,-4888.000000002182,1.0399999978180858,0,0,0
0.02,0,43,6,-4888.000000002182,1.0399999978180858,0,0,0
0.02,0,44,7,-4887.940000002185,1.099999997814848,0,0,0
0.02,0,45,6,-4887.940000002183,1.099999997816667,0,0,0
0.02,0,46,7,-4887.700000002186,1.3399999978137203,0,0,0
0.02,0,47,6,-4887.700000002178,1.3399999978219057,0,0,0
0.02,0,48,10,-4887.680000002182,1.3599999978177948,0,0,0
0.02,0,49,7,-4887.680000002182,1.3599999978177948,0,0,0
0.02,0,50,8,-4887.64000000217,1.3999999978295818,0,0,0
0.02,0,51,10,-4887.620000002175,1.4199999978245614,0,0,0
0.02,0,52,7,-4887.600000002181,1.4399999978186315,0,0,0
0.02,0,53,7,-4887.580000002183,1.459999997817249,0,0,0
0.02,0,54,7,-4887.540000002185,1.4999999978153937,0,0,0
0.02,0,55,9,-4887.52000000218,1.5199999978203778,0,0,0
0.02,0,56,9,-4887.500000002179,1.5399999978208143,0,0,0
0.02,0,57,8,-4887.440000002177,1.5999999978230335,0,0,0
0.02,0,58,11,-4887.360000002184,1.6799999978156848,0,0,0
0.02,0,59,4,-4887.3000000021875,1.739999997812447,0,0,0
0.02,0,60,8,-4887.300000002184,1.739999997816085,0,0,0
0.02,0,61,7,-4887.300000002177,1.739999997823361,0,0,0
0.02,0,62,10,-4887.280000002182,1.7599999978183405,0,0,0
0.02,0,63,10,-4887.280000002179,1.759999997821069,0,0,0
0.02,0,64,11,-4887.280000002171,1.7599999978292544,0,0,0
0.02,0,65,10,-4887.240000002183,1.7999999978173946,0,0,0
0.02,0,66,10,-4887.240000002183,1.7999999978173946,0,0,0
0.02,0,67,8,-4887.220000002179,1.8199999978205597,0,0,0
0.02,0,68,11,-4887.220000002178,1.8199999978223786,0,0,0
0.02,0,69,10,-4887.160000002183,1.8799999978173219,0,0,0
0.02,0,70,10,-4887.160000002179,1.8799999978209598,0,0,0
0.02,0,71,10,-4887.160000002178,1.8799999978218693,0,0,0
0.02,0,72,12,-4886.920000002168,2.1199999978316555,0,0,0
0.02,0,73,11,-4886.780000002181,2.25999999781925,0,0,0
0.02,0,74,11,-4886.760000002181,2.279999997818777,0,0,0
0.02,0,75,13,-4886.720000002177,2.319999997823288,0,0,0
0.02,0,76,14,-4886.720000002174,2.3199999978260166,0,0,0
0.02,0,77,13,-4886.620000002175,2.4199999978245614,0,0,0
0.02,0,78,11,-4886.600000002177,2.439999997823179,0,0,0
0.02,0,79,14,-4886.56000000217,2.479999997829509,0,0,0
0.02,0,80,12,-4886.520000002176,2.5199999978240157,0,0,0
0.02,0,81,14,-4886.460000002182,2.5799999978180495,0,0,0
0.02,0,82,14,-4886.4400000021815,2.599999997818486,0,0,0
0.02,0,83,12,-4886.440000002168,2.5999999978321284,0,0,0
0.02,0,84,9,-4886.40000000217,2.639999997830273,0,0,0
0.02,0,85,14,-4886.360000002168,2.6799999978320557,0,0,0
0.02,0,86,8,-4886.300000002176,2.7399999978242704,0,0,0
0.02,0,87,15,-4886.280000002172,2.759999997828345,0,0,0
0.02,0,88,18,-4885.900000002174,3.1399999978257256,0,0,0
0.02,0,89,17,-4885.880000002157,3.159999997842533,0,0,0
0.02,0,90,14,-4885.840000002172,3.1999999978279448,0,0,0
0.02,0,91,13,-4885.800000002177,3.239999997823361,0,0,0
0.02,0,92,17,-4885.700000002173,3.3399999978273627,0,0,0
0.02,0,93,15,-4885.440000002171,3.5999999978294,0,0,0
0.02,0,94,18,-4885.32000000215,3.719999997850209,0,0,0
0.02,0,95,18,-4885.300000002173,3.739999997826999,0,0,0
0.02,0,96,19,-4884.980000002155,4.059999997844898,0,0,0
0.02,0,97,22,-4884.440000002163,4.599999997836676,0,0,0
0.02,0,98,28,-4883.98000000215,5.059999997850355,0,0,0
0.02,0,99,27,-4883.160000002146,5.879999997853702,0,0,0
0.02,1,0,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,1,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,2,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,3,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,4,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,5,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,6,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,7,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,8,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,9,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,10,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,11,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,12,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,13,0,-5111.380000002353,-2.3528627934865654e-09,1,1,1
0.02,1,14,4,-5110.860000002349,0.5199999976512117,0,0,0
0.02,1,15,4,-5110.860000002349,0.5199999976512117,0,0,0
0.02,1,16,4,-5110.860000002349,0.5199999976512117,0,0,0
0.02,1,17,3,-5110.800000002351,0.5799999976488834,0,0,0
0.02,1,18,3,-5110.800000002351,0.5799999976488834,0,0,0
0.02,1,19,3,-5110.800000002351,0.5799999976488834,0,0,0
0.02,1,20,3,-5110.800000002351,0.5799999976488834,0,0,0
0.02,1,21,3,-5110.800000002351,0.5799999976488834,0,0,0
0.02,1,22,3,-5110.800000002351,0.5799999976488834,0,0,0
0.02,1,23,3,-5110.800000002349,0.5799999976507024,0,0,0
0.02,1,24,3,-5110.800000002349,0.5799999976507024,0,0,0
0.02,1,25,3,-5110.780000002352,0.5999999976484105,0,0,0
0.02,1,26,3,-5110.780000002352,0.5999999976484105,0,0,0
0.02,1,27,3,-5110.780000002349,0.599999997651139,0,0,0
0.02,1,28,3,-5110.780000002349,0.599999997651139,0,0,0
0.02,1,29,3,-5110.780000002349,0.599999997651139,0,0,0
0.02,1,30,3,-5110.780000002348,0.5999999976520485,0,0,0
0.02,1,31,3,-5110.780000002348,0.5999999976520485,0,0,0
0.02,1,32,4,-5110.780000002346,0.5999999976538675,0,0,0
0.02,1,33,4,-5110.780000002346,0.5999999976538675,0,0,0
0.02,1,34,3,-5110.700000002346,0.6799999976537947,0,0,0
0.02,1,35,3,-5110.680000002348,0.6999999976524123,0,0,0
0.02,1,36,4,-5110.620000002347,0.7599999976528125,0,0,0
0.02,1,37,3,-5110.560000002347,0.8199999976532126,0,0,0
0.02,1,38,3,-5110.560000002344,0.8199999976559411,0,0,0
0.02,1,39,3,-5110.560000002344,0.8199999976559411,0,0,0
0.02,1,40,3,-5110.560000002344,0.8199999976559411,0,0,0
0.02,1,41,4,-5110.500000002349,0.8799999976508843,0,0,0
0.02,1,42,4,-5110.480000002348,0.8999999976522304,0,0,0
0.02,1,43,5,-5110.400000002344,0.9799999976557956,0,0,0
0.02,1,44,4,-5110.360000002349,1.0199999976512117,0,0,0
0.02,1,45,7,-5110.2600000023485,1.1199999976515755,0,0,0
0.02,1,46,7,-5110.200000002346,1.1799999976537947,0,0,0
0.02,1,47,6,-5110.180000002345,1.1999999976551408,0,0,0
0.02,1,48,7,-5110.180000002343,1.1999999976569597,0,0,0
0.02,1,49,6,-5110.1200000023455,1.2599999976546314,0,0,0
0.02,1,50,6,-5110.1200000023455,1.2599999976546314,0,0,0
0.02,1,51,7,-5110.1000000023405,1.2799999976596155,0,0,0
0.02,1,52,6,-5110.020000002347,1.3599999976531763,0,0,0
0.02,1,53,7,-5110.020000002343,1.3599999976568142,0,0,0
0.02,1,54,8,-5109.980000002346,1.3999999976540494,0,0,0
0.02,1,55,8,-5109.960000002344,1.419999997656305,0,0,0
0.02,1,56,7,-5109.960000002341,1.4199999976590334,0,0,0
0.02,1,57,7,-5109.960000002338,1.4199999976617619,0,0,0
0.02,1,58,7,-5109.9200000023475,1.4599999976526306,0,0,0
0.02,1,59,6,-5109.86000000234,1.5199999976603067,0,0,0
0.02,1,60,7,-5109.840000002347,1.5399999976534673,0,0,0
0.02,1,61,7,-5109.680000002342,1.6999999976578692,0,0,0
0.02,1,62,7,-5109.660000002339,1.7199999976610343,0,0,0
0.02,1,63,8,-5109.600000002345,1.779999997655068,0,0,0
0.02,1,64,8,-5109.580000002344,1.799999997656414,0,0,0
0.02,1,65,10,-5109.580000002344,1.799999997656414,0,0,0
0.02,1,66,8,-5109.580000002341,1.7999999976591425,0,0,0
0.02,1,67,11,-5109.580000002338,1.799999997661871,0,0,0
0.02,1,68,9,-5109.540000002343,1.8399999976572872,0,0,0
0.02,1,69,11,-5109.440000002339,1.939999997661289,0,0,0
0.02,1,70,10,-5109.400000002334,1.9799999976658,0,0,0
0.02,1,71,11,-5109.380000002347,1.9999999976535037,0,0,0
0.02,1,72,11,-5109.360000002338,2.0199999976621257,0,0,0
0.02,1,73,9,-5109.280000002339,2.0999999976611434,0,0,0
0.02,1,74,11,-5109.240000002343,2.139999997657469,0,0,0
0.02,1,75,10,-5109.240000002335,2.139999997664745,0,0,0
0.02,1,76,10,-5109.220000002341,2.159999997658815,0,0,0
0.02,1,77,9,-5109.140000002341,2.2399999976587424,0,0,0
0.02,1,78,11,-5109.04000000233,2.33999999767002,0,0,0
0.02,1,79,11,-5109.00000000234,2.3799999976599793,0,0,0
0.02,1,80,7,-5108.980000002346,2.3999999976540494,0,0,0
0.02,1,81,12,-5108.98000000234,2.399999997660416,0,0,0
0.02,1,82,13,-5108.940000002338,2.4399999976621984,0,0,0
0.02,1,83,14,-5108.74000000233,2.639999997670202,0,0,0
0.02,1,84,14,-5108.640000002335,2.739999997665109,0,0,0
0.02,1,85,14,-5108.5600000023405,2.819999997659579,0,0,0
0.02,1,86,13,-5108.540000002339,2.839999997660925,0,0,0
0.02,1,87,15,-5108.460000002336,2.9199999976644904,0,0,0
0.02,1,88,13,-5108.320000002343,3.059999997657542,0,0,0
0.02,1,89,12,-5108.3000000023385,3.0799999976616164,0,0,0
0.02,1,90,12,-5108.260000002337,3.119999997663399,0,0,0
0.02,1,91,17,-5108.200000002338,3.17999999766198,0,0,0
0.02,1,92,16,-5108.10000000233,3.2799999976705294,0,0,0
0.02,1,93,12,-5107.980000002334,3.399999997665873,0,0,0
0.02,1,94,11,-5107.980000002334,3.399999997665873,0,0,0
0.02,1,95,13,-5107.820000002334,3.5599999976657273,0,0,0
0.02,1,96,13,-5107.460000002332,3.9199999976681283,0,0,0
0.02,1,97,23,-5106.7400000023135,4.639999997686573,0,0,0
0.02,1,98,23,-5106.70000000231,4.6799999976901745,0,0,0
0.02,1,99,21,-5105.600000002316,5.779999997684172,0,0,0
0.02,2,0,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,1,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,2,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,3,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,4,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,5,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,6,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,7,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,8,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,9,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,10,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,11,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,12,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,13,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,14,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,15,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,16,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,17,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,18,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,19,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,20,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,21,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,22,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,23,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,24,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,25,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,26,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,27,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,28,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,29,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,30,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,31,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,32,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,33,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,34,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,35,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,36,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,37,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,38,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,39,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,40,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,41,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,42,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,43,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,44,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,45,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,46,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,47,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,48,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,49,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,50,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,51,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,52,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,53,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,54,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,55,0,-5033.680000002654,-2.6539055397734046e-09,1,1,1
0.02,2,56,3,-5033.160000002655,0.5199999973456215,0,0,0
0.02,2,57,3,-5033.160000002655,0.5199999973456215,0,0,0
0.02,2,58,3,-5033.160000002655,0.5199999973456215,0,0,0
0.02,2,59,3,-5033.160000002655,0.5199999973456215,0,0,0
0.02,2,60,3,-5032.880000002649,0.7999999973517333,0,0,0
0.02,2,61,3,-5032.880000002649,0.7999999973517333,0,0,0
0.02,2,62,3,-5032.880000002649,0.7999999973517333,0,0,0
0.02,2,63,3,-5032.820000002642,0.8599999973585,0,0,0
0.02,2,64,3,-5032.820000002642,0.8599999973585,0,0,0
0.02,2,65,3,-5032.760000002649,0.9199999973516242,0,0,0
0.02,2,66,3,-5032.760000002649,0.9199999973516242,0,0,0
0.02,2,67,3,-5032.760000002649,0.9199999973516242,0,0,0
0.02,2,68,3,-5032.700000002648,0.9799999973520244,0,0,0
0.02,2,69,3,-5032.680000002649,0.9999999973515514,0,0,0
0.02,2,70,4,-5032.680000002648,0.9999999973524609,0,0,0
0.02,2,71,3,-5032.680000002643,0.9999999973570084,0,0,0
0.02,2,72,3,-5032.680000002643,0.9999999973570084,0,0,0
0.02,2,73,3,-5032.680000002643,0.9999999973570084,0,0,0
0.02,2,74,4,-5032.6600000026465,1.019999997353807,0,0,0
0.02,2,75,4,-5032.62000000264,1.059999997360137,0,0,0
0.02,2,76,5,-5032.620000002636,1.0599999973646845,0,0,0
0.02,2,77,6,-5032.5400000026475,1.1399999973527883,0,0,0
0.02,2,78,4,-5032.380000002651,1.2999999973490048,0,0,0
0.02,2,79,5,-5032.240000002646,1.4399999973538797,0,0,0
0.02,2,80,6,-5032.1600000026465,1.519999997353807,0,0,0
0.02,2,81,6,-5032.100000002645,1.5799999973551166,0,0,0
0.02,2,82,6,-5032.060000002647,1.6199999973532613,0,0,0
0.02,2,83,5,-5031.920000002643,1.7599999973572267,0,0,0
0.02,2,84,7,-5031.860000002652,1.819999997348532,0,0,0
0.02,2,85,8,-5031.760000002649,1.9199999973516242,0,0,0
0.02,2,86,8,-5031.6400000026415,2.039999997358791,0,0,0
0.02,2,87,8,-5031.620000002634,2.0599999973665035,0,0,0
0.02,2,88,7,-5031.580000002641,2.099999997359191,0,0,0
0.02,2,89,8,-5031.260000002636,2.419999997364357,0,0,0
0.02,2,90,9,-5031.000000002641,2.6799999973591184,0,0,0
0.02,2,91,8,-5030.9200000026385,2.759999997361774,0,0,0
0.02,2,92,11,-5030.760000002646,2.9199999973543527,0,0,0
0.02,2,93,10,-5030.720000002634,2.9599999973661397,0,0,0
0.02,2,94,10,-5030.400000002634,3.2799999973658487,0,0,0
0.02,2,95,12,-5030.360000002636,3.3199999973639933,0,0,0
0.02,2,96,12,-5030.100000002633,3.57999999736694,0,0,0
0.02,2,97,13,-5030.0800000026375,3.599999997362829,0,0,0
0.02,2,98,14,-5029.84000000264,3.8399999973598824,0,0,0
0.02,2,99,14,-5029.7600000026305,3.919999997369814,0,0,0
0.02,3,0,0,-4956.40000000227,-2.270098775625229e-09,1,1,1
0.02,3,1,0,-4956.40000000227,-2.270098775625229e-09,1,1,1
0.02,3,2,0,-4956.40000000227,-2.270098775625229e-09,1,1,1
0.02,3,3,0,-4956.40000000227,-2.270098775625229e-09,1,1,1
0.02,3,4,0,-4956.40000000227,-2.270098775625229e-09,1,1,1
0.02,3,5,0,-4956.40000000227,-2.270098775625229e-09,1,1,1
0.02,3,6,3,-4956.000000002269,0.3999999977304469,0,0,0
0.02,3,7,3,-4956.000000002267,0.3999999977322659,0,0,0
0.02,3,8,3,-4955.900000002265,0.4999999977344487,0,0,0
0.02,3,9,3,-4955.900000002265,0.4999999977344487,0,0,0
0.02,3,10,3,-4955.740000002262,0.6599999977379412,0,0,0
0.02,3,11,3,-4955.740000002262,0.6599999977379412,0,0,0
0.02,3,12,4,-4955.720000002264,0.6799999977356492,0,0,0
0.02,3,13,3,-4955.700000002267,0.6999999977324478,0,0,0
0.02,3,14,3,-4955.680000002263,0.7199999977365223,0,0,0
0.02,3,15,4,-4955.640000002268,0.7599999977319385,0,0,0
0.02,3,16,4,-4955.640000002268,0.7599999977319385,0,0,0
0.02,3,17,4,-4955.640000002268,0.7599999977319385,0,0,0
0.02,3,18,6,-4955.600000002267,0.7999999977328116,0,0,0
0.02,3,19,5,-4955.600000002261,0.7999999977382686,0,0,0
0.02,3,20,3,-4955.580000002265,0.8199999977350672,0,0,0
0.02,3,21,3,-4955.580000002265,0.8199999977350672,0,0,0
0.02,3,22,4,-4955.520000002263,0.8799999977363768,0,0,0
0.02,3,23,4,-4955.520000002263,0.8799999977363768,0,0,0
0.02,3,24,4,-4955.520000002263,0.8799999977363768,0,0,0
0.02,3,25,4,-4955.520000002263,0.8799999977363768,0,0,0
0.02,3,26,6,-4955.500000002265,0.8999999977349944,0,0,0
0.02,3,27,6,-4955.500000002265,0.8999999977349944,0,0,0
0.02,3,28,5,-4955.420000002265,0.9799999977349216,0,0,0
0.02,3,29,5,-4955.400000002267,0.9999999977326297,0,0,0
0.02,3,30,5,-4955.360000002263,1.0399999977362313,0,0,0
0.02,3,31,6,-4955.340000002259,1.0599999977403058,0,0,0
0.02,3,32,7,-4955.220000002257,1.1799999977429252,0,0,0
0.02,3,33,7,-4955.1800000022595,1.2199999977401603,0,0,0
0.02,3,34,8,-4955.080000002264,1.3199999977359766,0,0,0
0.02,3,35,6,-4955.060000002254,1.3399999977455082,0,0,0
0.02,3,36,6,-4955.060000002254,1.3399999977455082,0,0,0
0.02,3,37,7,-4955.000000002266,1.399999997734085,0,0,0
0.02,3,38,7,-4954.980000002258,1.4199999977417974,0,0,0
0.02,3,39,6,-4954.960000002255,1.4399999977449625,0,0,0
0.02,3,40,7,-4954.940000002259,1.4599999977408515,0,0,0
0.02,3,41,8,-4954.940000002253,1.4599999977463085,0,0,0
0.02,3,42,8,-4954.920000002258,1.479999997741288,0,0,0
0.02,3,43,8,-4954.920000002252,1.4799999977476546,0,0,0
0.02,3,44,8,-4954.840000002264,1.5599999977357584,0,0,0
0.02,3,45,9,-4954.840000002264,1.5599999977357584,0,0,0
0.02,3,46,8,-4954.82000000226,1.579999997739833,0,0,0
0.02,3,47,9,-4954.820000002259,1.5799999977407424,0,0,0
0.02,3,48,10,-4954.620000002258,1.77999999774147,0,0,0
0.02,3,49,10,-4954.600000002265,1.7999999977346306,0,0,0
0.02,3,50,8,-4954.580000002254,1.819999997745981,0,0,0
0.02,3,51,9,-4954.560000002254,1.8399999977455082,0,0,0
0.02,3,52,9,-4954.5600000022505,1.8399999977491461,0,0,0
0.02,3,53,10,-4954.480000002253,1.9199999977463449,0,0,0
0.02,3,54,9,-4954.460000002256,1.939999997744053,0,0,0
0.02,3,55,10,-4954.380000002257,2.0199999977430707,0,0,0
0.02,3,56,10,-4954.340000002248,2.05999999775122,0,0,0
0.02,3,57,10,-4954.300000002248,2.0999999977511834,0,0,0
0.02,3,58,10,-4954.260000002258,2.139999997742052,0,0,0
0.02,3,59,13,-4954.240000002251,2.159999997748855,0,0,0
0.02,3,60,10,-4954.220000002251,2.179999997748382,0,0,0
0.02,3,61,10,-4954.180000002247,2.2199999977528933,0,0,0
0.02,3,62,11,-4954.120000002256,2.279999997743289,0,0,0
0.02,3,63,12,-4954.120000002255,2.2799999977441985,0,0,0
0.02,3,64,11,-4954.100000002257,2.299999997742816,0,0,0
0.02,3,65,13,-4953.980000002255,2.419999997744526,0,0,0
0.02,3,66,13,-4953.880000002248,2.519999997751256,0,0,0
0.02,3,67,12,-4953.8800000022475,2.5199999977521657,0,0,0
0.02,3,68,13,-4953.880000002247,2.519999997753075,0,0,0
0.02,3,69,12,-4953.860000002252,2.5399999977480547,0,0,0
0.02,3,70,12,-4953.720000002239,2.6799999977602056,0,0,0
0.02,3,71,12,-4953.700000002259,2.6999999977406333,0,0,0
0.02,3,72,11,-4953.660000002256,2.7399999977433254,0,0,0
0.02,3,73,13,-4953.660000002244,2.7399999977560583,0,0,0
0.02,3,74,15,-4953.640000002248,2.7599999977519474,0,0,0
0.02,3,75,12,-4953.620000002261,2.7799999977387415,0,0,0
0.02,3,76,14,-4953.560000002246,2.8399999977536936,0,0,0
0.02,3,77,15,-4953.520000002245,2.8799999977545667,0,0,0
0.02,3,78,16,-4953.500000002247,2.899999997752275,0,0,0
0.02,3,79,15,-4953.500000002246,2.8999999977531843,0,0,0
0.02,3,80,13,-4953.4200000022465,2.9799999977531115,0,0,0
0.02,3,81,15,-4953.4200000022465,2.9799999977531115,0,0,0
0.02,3,82,13,-4953.3200000022525,3.079999997747109,0,0,0
0.02,3,83,18,-4952.980000002251,3.4199999977490734,0,0,0
0.02,3,84,17,-4952.960000002234,3.439999997765881,0,0,0
0.02,3,85,18,-4952.920000002249,3.479999997750383,0,0,0
0.02,3,86,18,-4952.920000002236,3.4799999977640255,0,0,0
0.02,3,87,16,-4952.760000002244,3.6399999977556945,0,0,0
0.02,3,88,16,-4952.720000002247,3.6799999977529296,0,0,0
0.02,3,89,13,-4952.680000002243,3.7199999977565312,0,0,0
0.02,3,90,17,-4952.60000000223,3.7999999977691914,0,0,0
0.02,3,91,20,-4952.400000002232,3.9999999977671905,0,0,0
0.02,3,92,18,-4952.340000002239,4.059999997760315,0,0,0
0.02,3,93,17,-4952.320000002238,4.079999997761661,0,0,0
0.02,3,94,16,-4952.120000002243,4.279999997756931,0,0,0
0.02,3,95,20,-4951.900000002244,4.499999997755367,0,0,0
0.02,3,96,21,-4951.880000002245,4.519999997754894,0,0,0
0.02,3,97,21,-4951.680000002244,4.719999997755622,0,0,0
0.02,3,98,23,-4951.600000002242,4.799999997757368,0,0,0
0.02,3,99,25,-4951.38000000222,5.0199999977794505,0,0,0
0.02,4,0,0,-5169.820000002486,-2.486558514647186e-09,1,1,1
