alpha,instance_id,hd_mean,hd_min,hd_max,hd_std,eng_count,bit_count,gs_count,best_energy,best_delta,target_density
0,53,177.39,134,238,19.35814815523427,0,0,0,-2684.1999999999134,3.0000000000964064,0.5983606557377049
0,54,171.52,128,219,18.255125307704684,0,0,0,-2679.099999999942,2.0000000000804903,0.5894511760513186
0,55,211.65,161,260,24.154243933520256,0,0,0,-2612.7999999999333,3.4000000000855835,0.5962223806129722
0,56,175.57,133,220,17.810252665248743,0,0,0,-2720.9999999999172,2.9000000001105946,0.5994297933000713
0,57,183.05,140,238,19.54808174732242,0,0,0,-2690.0999999999262,2.200000000111686,0.6078047042052744
0,58,197.8,156,246,18.39347710466947,0,0,0,-2667.699999999936,3.8000000000874934,0.5908766928011404
0,59,192.54,146,238,19.575198594139476,0,0,0,-2635.899999999945,2.4000000000764885,0.5876692801140413
0,60,184.83,134,245,20.271682219293,0,0,0,-2670.199999999935,2.5000000000804903,0.5928367783321454
0,61,170.68,116,217,20.958473226835967,0,0,0,-2692.0999999999494,2.700000000072123,0.6033499643620812
0,62,207.46,158,267,21.87163459826448,0,0,0,-2617.6999999999225,3.40000000010059,0.5928367783321454
0,63,197.07,153,230,16.455549215993976,0,0,0,-2651.4999999999213,3.600000000108139,0.5914112615823236
0,64,183.94,138,232,17.09316822593167,0,0,0,-2646.1999999999457,2.900000000066939,0.594440484675695
0,65,200.19,163,252,18.061392526602148,0,0,0,-2612.599999999937,2.9000000000855835,0.5867783321454028
0,66,183.31,135,235,19.248218099346236,0,0,0,-2690.3999999999255,2.500000000102773,0.5964005702066999
0,67,180.92,126,230,21.326828174859944,0,0,0,-2653.099999999934,2.7000000000766704,0.6006771204561654
0,68,209.8,158,262,22.940793360300336,0,0,0,-2613.299999999912,3.1000000001122316,0.5978260869565217
0,69,211.29,144,266,23.37618232303983,0,0,0,-2645.3999999999555,3.7000000000748514,0.5987170349251604
0,70,196.79,147,234,19.17618053732286,0,0,0,-2748.399999999916,2.900000000111504,0.6019244476122595
0,71,180.54,128,225,18.46912017395523,0,0,0,-2644.6999999999207,2.1000000001090484,0.5849964362081255
0,72,168.01,123,229,21.42684997847327,0,0,0,-2681.699999999928,2.6000000000931323,0.5964005702066999
0,73,199.73,152,262,23.224493535920217,0,0,0,-2704.099999999932,3.1000000000876753,0.610655737704918
0,74,184.76,132,233,19.332935628093317,0,0,0,-2560.1999999999402,2.900000000077398,0.5917676407697791
0,75,176.53,130,235,20.015721321001646,0,0,0,-2686.8999999999164,2.5000000001145963,0.5988952245188881
0,76,185.72,126,233,20.001039972961408,0,0,0,-2685.49999999994,2.4000000000924047,0.5946186742694227
0,77,178.49,135,233,17.50799531642615,0,0,0,-2673.7999999999174,2.800000000095224,0.6037063435495367
0,78,170.39,128,212,18.50129454930114,0,0,0,-2671.1999999999066,2.1000000001199624,0.6012116892373486
0,79,180.81,143,218,16.767048040725594,0,0,0,-2732.699999999892,2.20000000013124,0.5947968638631503
0,80,184.13,143,226,18.331205634109285,0,0,0,-2776.1999999999125,2.9000000001037733,0.6120812544547398
0,81,198.64,149,255,20.40662637478327,0,0,0,-2633.099999999957,2.9000000000678483,0.5933713471133286
0,82,184.6,139,230,18.92881401461803,0,0,0,-2639.699999999917,3.1000000001017725,0.5923022095509622
0,83,174.1,129,222,20.01574380331643,0,0,0,-2690.699999999936,2.5000000000763976,0.6060228082679971
0,84,194.33,150,245,18.99002632962893,0,0,0,-2603.8999999999537,2.600000000064483,0.5849964362081255
0,85,179.51,132,227,19.93464070406086,0,0,0,-2657.1999999999452,2.0000000000691216,0.5910548823948681
0,86,192.08,129,234,19.22845807650733,0,0,0,-2631.999999999894,3.0000000001377884,0.5933713471133286
0,87,192.2,143,237,20.88492279133442,0,0,0,-2714.599999999916,3.100000000100863,0.6037063435495367
0,88,199.6,136,246,19.763096923306325,0,0,0,-2684.9999999999463,3.500000000077307,0.604775481111903
0,89,182.03,143,249,17.348461026846156,0,0,0,-2687.1999999999107,1.700000000115324,0.6006771204561654
0,90,189.75,139,236,20.837166314064877,0,0,0,-2647.499999999918,3.5000000001086846,0.5949750534568781
0,91,179.69,133,229,18.7844057664862,0,0,0,-2768.9999999999304,2.1000000000963155,0.5987170349251604
0,92,202.4,146,272,21.828879952943073,0,0,0,-2658.5999999999394,2.3000000000961336,0.5969351389878831
0,93,196.9,144,241,20.237341722667036,0,0,0,-2781.299999999918,2.900000000113323,0.6053100498930862
0,94,187.5,129,252,22.5013332938295,0,0,0,-2662.299999999916,2.600000000113141,0.6017462580185318
0,95,191.67,159,245,19.763124752933173,0,0,0,-2638.799999999927,4.200000000083946,0.5969351389878831
0,96,193.34,151,241,18.149501370561122,0,0,0,-2761.4999999999286,2.8000000000943146,0.6017462580185318
0,97,183.21,137,232,22.063225058907413,0,0,0,-2721.499999999906,2.600000000120417,0.597647897362794
0,98,200.16,147,273,21.973948211461682,0,0,0,-2635.5999999999444,3.2000000000748514,0.5914112615823236
0,99,195.33,152,241,17.55451793698705,0,0,0,-2654.899999999951,3.700000000073487,0.5908766928011404
0,100,194.49,148,257,20.881328980694693,0,0,0,-2590.799999999935,3.7000000000948603,0.5876692801140413
0,101,180.52,134,243,20.006738864692565,0,0,0,-2738.599999999917,3.4000000001055923,0.6004989308624377
0,102,203.63,154,254,18.889497081711838,0,0,0,-2671.899999999959,3.7000000000693944,0.5951532430506058
0,103,190.68,140,242,18.07699090003643,0,0,0,-2615.699999999937,2.5000000000850378,0.5915894511760513
0,104,178.43,144,240,21.067156903578613,0,0,0,-2730.5999999999203,2.6000000000958607,0.6045972915181753
0,105,200.03,149,248,20.78819616994221,0,0,0,-2671.6999999999366,3.000000000084583,0.5958660014255167
0,106,207.56,161,265,20.565660699330813,0,0,0,-2621.19999999991,3.000000000117325,0.5931931575196009
0,107,176.42,137,221,18.908294476234495,0,0,0,-2681.399999999938,2.5000000000804903,0.5988952245188881
0,108,190.43,129,276,23.843764384006146,0,0,0,-2615.399999999916,2.6000000001085937,0.5915894511760513
0,109,223.43,151,260,19.116095312589337,0,0,0,-2730.0999999999244,2.1000000001067747,0.6017462580185318
0,110,172.29,128,215,17.11624666800523,0,0,0,-2615.499999999959,3.100000000075852,0.5962223806129722
0,111,185.16,135,233,21.431621497217606,0,0,0,-2675.79999999994,2.400000000090131,0.5955096222380613
0,112,199.6,140,242,19.23902284420911,0,0,0,-2588.7999999999292,2.900000000077398,0.5830363506771205
0,113,221.93,159,277,21.048161439897783,0,0,0,-2707.2999999999356,2.8000000000906766,0.5994297933000713
0,114,178.5,122,218,18.93594465560142,0,0,0,-2759.9999999999345,2.800000000080672,0.6092302209550963
0,115,188.81,137,242,21.847972445973102,0,0,0,-2656.9999999999472,3.3000000000729415,0.5935495367070563
0,116,209.66,159,273,23.3663090795273,0,0,0,-2597.5999999999476,3.5000000000727596,0.5919458303635068
0,117,212.18,167,280,20.739517834318136,0,0,0,-2662.6999999999125,3.000000000113687,0.5949750534568781
0,118,162.67,122,208,18.030560168780116,0,0,0,-2703.3999999999473,2.1000000000613,0.6045972915181753
0,119,197.37,146,265,21.786993826592965,0,0,0,-2682.399999999934,2.8000000000820364,0.5915894511760513
0,120,169.72,135,221,17.97669602568837,0,0,0,-2650.5999999999067,2.40000000011878,0.5857091945830364
0,121,188.6,140,239,20.14894538183078,0,0,0,-2717.499999999933,3.100000000089949,0.5997861724875267
0,122,187.13,153,234,17.045031534145075,0,0,0,-2606.599999999913,3.000000000104137,0.5887384176764077
0,123,181.03,132,231,18.7234905933696,0,0,0,-2678.899999999923,2.9000000000910404,0.599607982893799
0,124,224.61,176,273,22.88400970109915,0,0,0,-2524.299999999937,2.6000000000922228,0.5823235923022095
0,125,179.94,125,228,20.21228339401563,0,0,0,-2650.7999999999433,1.70000000007758,0.5942622950819673
0,126,175.48,138,227,18.362178519990486,0,0,0,-2785.099999999927,2.800000000111595,0.6083392729864576
0,127,190.17,145,248,20.28548988809489,0,0,0,-2757.0999999999262,3.300000000095224,0.6010334996436208
0,128,200.37,144,243,19.386931165091603,0,0,0,-2691.0999999999176,2.7000000001012268,0.595687811831789
0,129,200.16,150,263,23.16321221247174,0,0,0,-2653.099999999939,3.000000000077762,0.590520313613685
0,130,232.24,166,288,23.026558579171137,0,0,0,-2574.899999999908,3.600000000107684,0.5810762651461154
0,131,188.37,150,231,18.270552810465258,0,0,0,-2645.0999999999376,3.1000000000876753,0.5926585887384177
0,132,190.09,142,248,21.0224142286275,0,0,0,-2648.1999999999284,2.6000000000985892,0.5923022095509622
0,133,169.64,129,218,17.299433516736897,0,0,0,-2690.699999999912,2.000000000111868,0.5997861724875267
0,134,176.19,130,228,20.402301340780163,0,0,0,-2677.699999999934,2.2000000000821274,0.595687811831789
0,135,167.6,120,217,18.29426139531192,0,0,0,-2676.2999999999174,2.7000000001071385,0.5935495367070563
0,136,201.84,155,253,20.240909070493846,0,0,0,-2678.4999999999463,2.800000000079308,0.5935495367070563
0,137,220.28,160,269,20.69544877503264,0,0,0,-2575.4999999999163,3.000000000109594,0.579472558802566
0,138,170.96,134,229,20.032932885626106,0,0,0,-2684.1999999999352,2.5000000000818545,0.6004989308624377
0,139,195.91,133,238,19.75909663926972,0,0,0,-2645.8999999999537,2.7000000000730324,0.5992516037063436
0,140,198.6,122,254,22.027255843613382,0,0,0,-2617.799999999946,2.0000000000818545,0.5889166072701354
0,141,217.75,173,269,17.632569296616985,0,0,0,-2570.5999999999503,3.2000000000584805,0.5869565217391305
0,142,212.47,167,262,21.143535655135828,0,0,0,-2604.9999999999623,2.700000000054388,0.5912330719885959
0,143,173.01,127,221,20.961629230572704,0,0,0,-2661.3999999999405,2.5000000000850378,0.5988952245188881
0,144,169.34,126,211,19.448506369384774,0,0,0,-2585.5999999999603,2.900000000056025,0.5883820384889522
0,145,185.03,140,236,19.779512127451476,0,0,0,-2707.199999999924,2.9000000001019544,0.6024590163934426
0,146,221.11,167,288,22.239557099906463,0,0,0,-2662.199999999934,3.000000000086402,0.5987170349251604
0,147,210.08,168,262,19.090144053935266,0,0,0,-2675.5999999999267,2.6000000000817636,0.5969351389878831
0,148,182.96,147,246,19.0120593308563,0,0,0,-2714.0999999999394,3.2000000000743967,0.5990734141126158
0,149,173.82,131,239,19.426981237443968,0,0,0,-2724.8999999999232,1.6000000001122316,0.5939059158945118
0,150,179.98,119,227,20.100736304921767,0,0,0,-2639.5999999999426,2.10000000006994,0.6010334996436208
0,151,181.97,139,234,20.23089469104122,0,0,0,-2703.1999999999157,2.700000000126238,0.5987170349251604
0,152,164.12,112,202,16.36293372228831,0,0,0,-2578.2999999999333,2.3000000000911314,0.5887384176764077
0,153,164.57,126,211,18.04065131861929,0,0,0,-2683.699999999953,2.300000000068394,0.6035281539558089
0,154,188.13,151,228,16.367440239695394,0,0,0,-2707.499999999923,2.5000000000995897,0.6029935851746258
0,155,178.99,143,226,19.68374710262251,0,0,0,-2704.699999999938,2.6000000000822183,0.597647897362794
0,156,176.59,139,221,18.472733961165574,0,0,0,-2713.4999999999523,2.400000000052387,0.5974697077690663
0,157,185.96,131,229,20.09871637692318,0,0,0,-2702.3999999999423,2.8000000000820364,0.6069137562366358
0,158,181.9,132,236,18.96549498431296,0,0,0,-2614.899999999921,3.0000000001036824,0.5890947968638631
0,159,194.8,125,271,23.393161393877484,0,0,0,-2631.799999999924,2.1000000000858563,0.5889166072701354
0,160,192.51,132,244,21.87989716612032,0,0,0,-2628.9999999999122,2.8000000001070475,0.6013898788310763
0,161,189.16,142,250,21.263922497977646,0,0,0,-2653.1999999999302,2.3000000000870386,0.5940841054882395
0,162,188.66,146,230,17.967314768768315,0,0,0,-2734.4999999999072,2.5000000001123226,0.6111903064861012
0,163,195.77,149,265,21.190023596022726,0,0,0,-2619.0999999999326,2.500000000091404,0.5903421240199572
0,164,172.84,127,212,19.665563810885264,0,0,0,-2675.4999999999127,2.3000000001147782,0.5999643620812545
0,165,179.36,141,245,20.737174349462368,0,0,0,-2720.899999999947,2.50000000007185,0.5992516037063436
0,166,199.81,147,265,23.471129073821736,0,0,0,-2728.9999999999295,3.3000000000997716,0.6088738417676408
0,167,183.64,152,237,18.092274594422893,0,0,0,-2644.7999999999456,2.7000000000834916,0.599607982893799
0,168,182.05,143,233,19.071641250820548,0,0,0,-2664.8999999999223,2.3000000001020453,0.6017462580185318
0,169,177.36,136,227,17.98250260670077,0,0,0,-2664.9999999999272,2.2000000000998625,0.5985388453314326
0,170,180.09,131,238,21.296053625026396,0,0,0,-2681.2999999999283,1.9000000000887667,0.5947968638631503
0,171,178.81,145,229,16.396764924825874,0,0,0,-2668.4999999999377,3.0000000000818545,0.5964005702066999
0,172,178.76,133,217,17.08924808176182,0,0,0,-2719.999999999946,2.500000000070486,0.6124376336421953
0,173,172.54,113,220,20.270875659428235,0,0,0,-2654.5999999999176,2.90000000010059,0.5988952245188881
0,174,176.93,118,229,20.19121343555161,0,0,0,-2667.2999999999333,1.9000000000910404,0.5992516037063436
0,175,188.7,150,236,18.609406223735352,0,0,0,-2701.6999999999357,2.6000000000872205,0.5926585887384177
0,176,179.3,137,255,18.594891771666756,0,0,0,-2697.0999999999326,2.600000000084947,0.599607982893799
0,177,195.4,131,243,22.074419584668586,0,0,0,-2625.899999999919,2.800000000115233,0.5942622950819673
0,178,206.4,128,271,22.856071403458643,0,0,0,-2643.6999999999243,2.4000000000960426,0.5844618674269423
0,179,179.46,141,231,17.65299974508582,0,0,0,-2695.59999999992,2.7000000001003173,0.5962223806129722
0,180,168.93,119,231,18.823525174631875,0,0,0,-2718.199999999932,3.0000000000836735,0.6038845331432644
0,181,188.96,153,244,18.612855772288142,0,0,0,-2761.499999999931,2.5000000000995897,0.6113684960798289
0,182,186.45,152,234,16.63873492787237,0,0,0,-2694.799999999929,3.1000000000944965,0.6063791874554526
0,183,174.98,122,225,18.203285417748084,0,0,0,-2699.099999999896,2.1000000001345143,0.6019244476122595
0,184,210.57,154,255,18.208379938918235,0,0,0,-2655.399999999927,3.2000000000857654,0.5997861724875267
0,185,194.64,157,238,17.302323543385725,0,0,0,-2691.399999999916,2.2000000001175977,0.6021026372059872
0,186,194.63,146,247,20.610024260053653,0,0,0,-2593.599999999948,3.600000000066302,0.5915894511760513
0,187,194.13,140,270,20.851213393949045,0,0,0,-2604.2999999999447,3.2000000000675755,0.5912330719885959
0,188,189.22,135,238,21.57200964212653,0,0,0,-2657.3999999999282,3.0000000000945874,0.5903421240199572
0,189,179.4,135,235,20.655749804836425,0,0,0,-2707.0999999998935,2.4000000001374246,0.5980042765502495
0,190,176.37,131,233,20.49226927404576,0,0,0,-2648.399999999936,3.300000000080672,0.5901639344262295
0,191,189.52,142,246,21.483705453203363,0,0,0,-2614.1999999999402,3.00000000009004,0.5853528153955809
0,192,190.97,140,237,20.226939956404678,0,0,0,-2574.999999999936,3.500000000093223,0.5885602280826799
0,193,182.0,149,231,18.475930287809597,0,0,0,-2617.699999999958,2.80000000004884,0.5912330719885959
0,194,179.15,125,236,19.662337094048613,0,0,0,-2719.0999999999412,2.6000000000894943,0.6122594440484675
0,195,200.48,151,257,21.453428630407775,0,0,0,-2695.699999999954,1.9000000000542059,0.5987170349251604
0,196,190.1,135,237,20.7458429570842,0,0,0,-2679.8999999999296,2.4000000001033186,0.5915894511760513
0,197,176.24,125,238,20.465639496482883,0,0,0,-2628.5999999999403,2.600000000077671,0.5910548823948681
0,198,166.49,131,210,17.655307983719798,0,0,0,-2730.899999999931,2.70000000009577,0.6019244476122595
0,199,179.24,130,227,17.716726559948935,0,0,0,-2720.6999999999352,2.6000000000922228,0.5974697077690663
1e-09,0,124.58,81,177,17.958385228076605,0,0,0,-2699.1000274857693,2.500000946254204,0.607448325017819
1e-09,1,151.62,92,194,21.2611288505573,0,0,0,-2725.5000217847883,3.4000007972413187,0.6003207412687099
1e-09,2,133.39,98,178,17.42807792041337,0,0,0,-2611.2000350507424,2.3000020352765205,0.5914112615823236
1e-09,3,154.84,105,201,19.486775002549805,0,0,0,-2697.300037917812,2.2000016622187104,0.5962223806129722
1e-09,4,136.63,100,184,17.742973257038965,0,0,0,-2718.200035618764,3.1000019492671527,0.6019244476122595
1e-09,5,137.76,97,198,21.14952481735701,0,0,0,-2684.6000244867764,3.100000984244616,0.5978260869565217
1e-09,6,139.23,87,187,20.51772648223969,0,0,0,-2696.3000381357992,2.5000013192261576,0.6004989308624377
1e-09,7,124.15,85,159,14.400260414311958,0,0,0,-2717.8000297247836,2.500001041226824,0.6031717747683535
1e-09,8,144.24,101,200,20.978617685634102,0,0,0,-2648.4000372598016,2.500001867222636,0.5951532430506058
1e-09,9,127.02,86,181,18.048257533623573,0,0,0,-2607.100033403792,2.100001195218738,0.582679971489665
1e-09,10,126.66,88,166,17.34313697114798,0,0,0,-2701.600031486787,1.9000012582428099,0.6003207412687099
1e-09,11,139.52,99,191,18.91797029281947,0,0,0,-2699.5000291727856,3.100001207230889,0.5969351389878831
1e-09,12,141.16,95,182,18.290281572463556,0,0,0,-2654.100033294788,3.3000016632372535,0.6049536707056308
1e-09,13,150.81,98,202,20.774838146180585,0,0,0,-2654.800033138772,3.100001510247239,0.5972915181753385
1e-09,14,150.2,101,204,18.65475810617763,0,0,0,-2652.20002605575,1.8000010612804545,0.5939059158945118
1e-09,15,127.44,92,209,22.07637651427426,0,0,0,-2709.000028509773,2.700001070248163,0.6056664290805417
1e-09,16,132.39,74,173,18.366760737811116,0,0,0,-2692.9000285388306,1.8000013841851796,0.5908766928011404
1e-09,17,122.98,72,172,21.630524727800754,0,0,0,-2649.4000328757566,1.5000009642617442,0.5906985032074127
1e-09,18,121.31,77,167,19.08805647518888,0,0,0,-2695.6000198757715,1.9000008552488907,0.5999643620812545
1e-09,19,116.52,80,169,17.49827420061761,0,0,0,-2695.200043881791,2.200001472243457,0.5946186742694227
1e-09,20,136.64,85,192,20.676808264333253,0,0,0,-2675.5000408827646,2.300001894261186,0.5964005702066999
1e-09,21,145.95,96,194,19.234539245846257,0,0,0,-2677.3000267458174,2.7000010681995263,0.6037063435495367
1e-09,22,159.33,112,213,19.188566908448372,0,0,0,-2804.0000299847425,3.2000013762767594,0.6143977191732003
1e-09,23,145.22,94,193,18.135368758313135,0,0,0,-2692.40002879181,2.9000015562000954,0.6058446186742694
1e-09,24,139.03,97,188,17.84906440125084,0,0,0,-2705.300024268766,2.200001058280577,0.599607982893799
1e-09,25,128.81,83,182,18.030360506656542,0,0,0,-2679.0000328547353,1.7000014562886463,0.5990734141126158
1e-09,26,143.56,73,201,21.347749295885972,0,0,0,-2608.700034873781,2.3000010452342394,0.595687811831789
1e-09,27,132.89,91,178,19.637665339851374,0,0,0,-2698.2000267867797,2.400001046246416,0.5994297933000713
1e-09,28,144.42,99,182,19.309676330793323,0,0,0,-2686.80002698576,2.600001264253933,0.5969351389878831
1e-09,29,148.57,100,208,20.02461235579855,0,0,0,-2629.30002164776,2.300000972270027,0.5896293656450463
1e-09,30,152.8,108,203,20.0124960961895,0,0,0,-2649.900024492725,2.4000010393019693,0.594440484675695
1e-09,31,136.9,94,184,20.037215375395853,0,0,0,-2621.800038143786,2.3000016232322196,0.5887384176764077
1e-09,32,148.46,117,196,17.418622218763456,0,0,0,-2659.400025982745,3.3000013252740246,0.5969351389878831
1e-09,33,137.93,96,181,17.538104230503365,0,0,0,-2758.7000331877857,2.000001582232926,0.6053100498930862
1e-09,34,150.82,102,192,15.650801896388568,0,0,0,-2710.700033056754,2.600001747270653,0.5992516037063436
1e-09,35,129.32,90,167,17.25043767560696,0,0,0,-2666.100037991765,2.4000016352506464,0.6001425516749822
1e-09,36,136.25,99,176,18.02630023049655,0,0,0,-2667.8000334437556,1.9000013122604287,0.602815395580898
1e-09,37,113.73,80,149,15.37716163666104,0,0,0,-2711.3000402667985,2.0000017032225514,0.6040627227369921
1e-09,38,123.06,80,176,19.231131011981585,0,0,0,-2762.1000645337895,2.000002576224233,0.5983606557377049
1e-09,39,131.71,90,170,15.212688782723454,0,0,0,-2696.800023929762,2.3000012552715816,0.5981824661439772
1e-09,40,129.19,95,170,17.910161919982745,0,0,0,-2652.7000336417677,2.000001549254648,0.6076265146115467
1e-09,41,139.95,94,201,19.138638927572668,0,0,0,-2656.7000290727683,2.4000011592588635,0.5958660014255167
1e-09,42,108.98,61,155,18.340109050929875,0,0,0,-2750.6000291668192,1.5000007181984074,0.6017462580185318
1e-09,43,147.56,103,202,19.164717582056877,0,0,0,-2677.5000252297637,3.1000014612595805,0.5960441910192444
1e-09,44,116.07,78,165,17.817550336676476,0,0,0,-2737.8000291358503,2.400000942162478,0.5946186742694227
1e-09,45,165.3,111,220,18.631425066269085,0,0,0,-2617.6000249117565,3.7000013862711967,0.5896293656450463
1e-09,46,133.03,96,192,20.24571806580344,0,0,0,-2647.1000293907587,2.500001105269803,0.5990734141126158
1e-09,47,159.97,121,198,18.037436070572777,0,0,0,-2723.800024455754,3.200001212259849,0.6017462580185318
1e-09,48,137.34,82,191,20.872575308284315,0,0,0,-2710.700034449763,3.300001399251869,0.6065573770491803
1e-09,49,126.31,95,175,17.10829915567296,0,0,0,-2614.9000298638075,2.6000011752080354,0.5940841054882395
1e-09,50,148.55,100,199,19.890387125443286,0,0,0,-2695.600044531733,3.0000021702862796,0.6001425516749822
1e-09,51,144.13,95,194,19.725949913755738,0,0,0,-2737.0000282578007,1.7000010492283764,0.602815395580898
1e-09,52,117.38,76,187,19.217585696439603,0,0,0,-2719.400037541799,1.6000015752215404,0.5997861724875267
1e-09,53,125.64,91,161,15.9558891949023,0,0,0,-2685.2000330377996,2.00000125321003,0.5983606557377049
1e-09,54,131.62,83,177,19.24358594441275,0,0,0,-2678.8000230757984,2.300001066224013,0.5894511760513186
1e-09,55,168.11,123,219,19.24260637231869,0,0,0,-2612.8000385447694,3.4000020402495466,0.5962223806129722
1e-09,56,123.04,76,162,17.00348199634416,0,0,0,-2722.5000316017736,1.4000014702542103,0.5994297933000713
1e-09,57,150.27,100,183,16.141161668231938,0,0,0,-2689.5000280717904,2.8000012702473214,0.6078047042052744
