# target,00100000100000001011001110010010111010101100001000
i,j,weight
13,46,1.716137
14,14,4.006794
14,15,2.367782
14,28,1.900325
14,33,2.257172
14,37,-0.029905
14,43,-2.069567
14,44,-1.731080
15,15,2.641432
15,16,1.894174
15,17,1.982340
15,19,1.322216
15,21,-2.564682
15,27,-2.270005
15,29,-2.940774
15,33,2.853376
15,34,1.292627
15,37,-2.814398
15,38,-0.165299
15,39,2.431939
15,44,-2.470494
15,45,0.153555
16,16,-10.915786
16,20,1.452943
16,28,2.092584
16,34,0.550488
16,35,2.901813
16,39,-1.570441
16,42,1.197957
16,45,1.357123
17,17,2.999702
17,26,-2.577098
17,30,0.626750
17,33,1.147560
17,40,-1.513877
17,43,1.404189
17,46,2.377838
17,47,2.694417
17,48,1.780800
18,18,-1.378249
18,21,1.617601
18,24,-1.393502
18,27,-1.503827
18,29,2.310329
18,30,-2.841501
18,33,-3.882651
18,36,1.697620
18,41,1.020681
18,44,-1.832543
18,49,2.502534
19,19,-2.730391
19,27,-0.690623
19,29,0.065505
19,30,-1.408965
19,32,2.216761
19,37,1.930623
19,39,2.486804
19,43,2.503614
19,46,-1.545611
19,47,1.653497
20,20,8.655711
20,22,1.992983
20,23,1.486603
20,32,-1.858248
20,34,1.501691
20,37,2.919877
20,46,-2.411135
20,49,-2.271828
21,21,8.096947
21,24,1.364614
21,29,-2.320938
21,30,1.968395
21,32,-1.877341
21,34,-1.425417
21,35,-1.388160
21,36,1.329536
21,40,-1.429600
21,42,-1.091546
21,44,1.173099
22,22,-1.654938
22,24,-1.012226
22,42,-1.126389
23,23,-1.204234
23,26,-2.298994
23,27,-2.075569
23,29,-2.611474
23,33,-1.274574
23,35,0.176360
23,39,1.995132
23,40,-2.281919
23,42,2.332221
23,46,-1.657231
23,48,2.552645
24,24,4.630419
24,25,-2.005155
24,27,-2.193489
24,28,-1.866337
24,29,1.794631
24,30,-1.168407
24,34,-3.099190
24,35,-1.458127
24,38,-1.283283
24,43,-1.884491
24,44,-1.900315
25,25,4.221417
25,34,2.798377
25,35,1.265691
25,44,2.305906
25,45,1.508223
25,47,1.576282
26,26,10.525980
26,28,-2.195393
26,31,2.843229
26,32,1.646346
26,34,-1.132171
26,36,1.834787
26,37,2.898623
26,38,-0.596808
26,42,-1.232215
26,47,1.747837
27,27,-3.863481
27,31,1.182982
27,33,2.480989
27,36,-1.734201
27,37,-2.841716
27,48,1.393126
28,28,8.333661
28,30,1.488310
28,36,1.743185
28,38,-2.927032
28,44,-1.257734
28,47,2.587231
29,29,7.018221
29,30,1.888100
29,33,-2.147526
29,34,-1.580666
29,39,-1.860617
29,41,1.362099
29,47,-1.359978
30,30,-1.835379
30,32,-2.124300
30,35,1.418526
30,36,1.234064
30,39,3.014771
30,40,1.048081
31,31,10.011739
31,32,1.893473
31,37,-2.123214
31,39,-2.151515
31,43,-1.549692
31,45,-2.699357
31,47,-1.861830
31,48,-2.080478
31,49,-1.175824
32,32,-5.445884
32,35,2.448325
32,38,-1.885056
32,40,-0.028406
32,41,-1.068110
32,42,1.044896
32,43,2.340778
32,45,-2.392857
33,33,-18.103486
33,37,-1.565105
33,39,4.234915
33,40,-0.021344
33,41,-2.305550
33,42,2.776897
33,43,1.170132
33,45,2.923298
33,46,2.819587
34,34,-7.606798
34,35,0.045499
34,40,-1.065037
34,42,-2.280574
34,49,-2.511693
35,35,0.372192
35,37,1.605420
35,39,-1.207302
35,40,1.139834
35,41,1.528029
35,44,0.482757
36,36,-12.573136
36,38,-2.630862
36,39,2.534730
36,45,1.061456
37,37,15.845132
37,39,-1.834222
37,40,-2.392962
37,42,-2.722600
37,45,-2.583325
37,47,2.240504
37,48,-1.885703
38,38,-3.136759
38,39,2.123001
38,42,1.920109
38,48,-2.902406
38,49,2.043320
39,39,-2.107763
39,42,-2.994981
39,43,-2.276218
40,40,-6.067008
40,44,-0.437727
41,41,-6.788564
41,43,1.553882
41,45,-1.341492
42,42,1.427985
42,48,2.517901
43,43,10.973249
43,44,-2.121718
43,47,-1.799663
44,44,22.216455
44,45,-1.973771
44,46,-2.166711
44,48,-1.218625
45,45,16.477975
45,47,-1.614916
45,48,1.320212
45,49,-1.194671
46,46,-3.559879
46,47,-1.136778
47,47,8.333413
47,49,1.383171
48,48,7.323118
49,49,1.780048
