# target,0010000010000000101100111001001011101010110000100011110110100001110100011100101110100111100100000101
i,j,weight
2,41,-7.512243
2,42,7.100136
2,43,5.132014
2,44,9.006575
2,45,7.088848
2,46,-10.568325
2,47,6.443278
2,48,4.519835
2,49,3.774157
2,50,-8.594894
2,51,-12.636983
2,52,-7.501441
2,53,-7.299120
2,54,6.973156
2,55,-4.475223
2,56,-10.233476
2,57,4.942211
2,58,-13.034348
2,59,6.320154
2,60,5.222069
2,61,4.554009
2,62,6.861442
2,63,-9.446630
2,64,-9.763794
2,65,-9.576162
2,66,6.126846
2,67,-7.317569
2,68,5.327188
2,69,3.443508
2,70,7.055783
2,71,-10.284572
2,72,-9.910569
2,73,-6.309819
2,74,2.817656
2,75,3.071806
2,76,-11.151883
2,77,4.643190
2,78,-10.554819
2,79,-11.545874
2,80,-6.843402
2,81,6.578876
2,82,-8.304158
2,83,4.783282
2,84,2.714694
2,85,-9.648681
2,86,-5.666204
2,87,-12.289548
2,88,-10.945681
2,89,4.524005
2,90,5.557044
2,91,-9.333598
2,92,2.932985
2,93,1.501983
2,94,6.574905
2,95,6.323776
2,96,5.695919
2,97,-5.690531
2,98,4.320405
2,99,-9.767593
3,3,18.518384
3,4,-0.479648
3,5,0.381943
3,6,1.567816
3,7,-0.119665
3,8,3.323168
3,9,-2.388892
3,10,-1.602126
3,11,-0.581038
3,12,-0.641734
3,13,-1.203984
3,14,-2.470286
3,15,-1.859422
3,16,4.379947
3,17,-0.901538
3,18,7.181571
3,19,5.881556
3,20,0.661917
3,21,0.631501
3,22,8.467129
3,23,5.246268
3,24,7.603521
3,25,0.752221
3,26,0.561884
3,27,8.228714
3,28,-2.385046
3,29,-0.926763
3,30,2.893768
3,31,-1.745134
3,32,5.444638
3,33,3.331399
3,34,5.290531
3,35,-2.493096
3,36,5.199720
3,37,1.501042
3,38,2.527902
3,39,-1.644235
3,40,8.441096
3,41,7.090376
3,42,0.026536
3,43,1.712331
3,44,-0.526441
3,45,0.698137
3,46,3.383204
3,47,-3.028235
3,48,-1.707684
3,49,-0.599788
3,50,6.876553
3,51,5.455296
3,52,5.430536
3,53,8.756972
3,54,-1.480057
3,55,7.454714
3,56,4.488506
3,57,-0.762052
3,58,6.924803
3,59,0.338678
3,60,-0.576181
3,61,-3.143228
3,62,-1.760352
3,63,5.285547
3,64,4.748566
3,65,5.254162
3,66,1.351607
3,67,3.984174
3,68,-2.292873
3,69,1.236652
3,70,-2.747871
3,71,6.590258
3,72,5.926599
3,73,7.780718
3,74,-0.536392
3,75,-0.293204
3,76,3.952375
3,77,-2.052134
3,78,9.093052
3,79,4.277250
3,80,5.132860
3,81,-2.853799
3,82,4.046888
3,83,0.029401
3,84,-0.303548
3,85,4.512988
3,86,8.351382
3,87,5.309252
3,88,4.857855
3,89,-1.811442
3,90,-1.644488
3,91,5.303972
3,92,0.834926
3,93,-0.939844
3,94,-0.321220
3,95,-1.161300
3,96,-1.061303
3,97,3.820033
3,98,0.582096
3,99,6.465430
4,4,24.871270
4,5,2.105835
4,6,-1.549108
4,7,-0.945409
4,8,4.580336
4,9,-2.125136
4,10,-0.054238
4,11,-1.964241
4,12,1.269354
4,13,0.480565
4,14,-0.116104
4,15,0.273202
4,16,5.175996
4,17,-0.216482
4,18,4.157577
4,19,3.485347
4,20,-0.847909
4,21,-0.213234
4,22,6.200143
4,23,6.786594
4,24,8.036359
4,25,-2.403708
4,26,-0.679618
4,27,7.088862
4,28,0.031815
4,29,-1.456958
4,30,5.934620
4,31,-1.009992
4,32,3.305456
4,33,3.988903
4,34,6.387790
4,35,1.092190
4,36,8.171373
4,37,0.850500
4,38,5.546323
4,39,-0.995838
4,40,4.783706
4,41,3.704647
4,42,0.557722
4,43,-1.966110
4,44,-2.403492
4,45,0.712061
4,46,6.335904
4,47,0.384819
4,48,-2.873531
4,49,-1.091549
4,50,1.941675
4,51,3.665537
4,52,6.304672
4,53,4.347551
4,54,0.413899
4,55,8.234793
4,56,5.248837
4,57,0.067099
4,58,5.784721
4,59,-2.361919
4,60,-1.469644
4,61,0.788016
4,62,1.816443
4,63,5.149036
4,64,5.856703
4,65,5.719634
4,66,0.526936
4,67,3.321885
4,68,0.099293
4,69,0.411187
4,70,-1.626991
4,71,6.732416
4,72,4.697426
4,73,5.136791
4,74,-0.919230
4,75,0.724255
4,76,5.350705
4,77,0.793941
4,78,5.607116
4,79,6.444444
4,80,4.096288
4,81,-0.727300
4,82,6.072406
4,83,-0.627699
4,84,0.645541
4,85,4.029271
4,86,5.024992
4,87,2.745235
4,88,2.011268
4,89,-0.146092
4,90,-1.832704
4,91,2.675320
4,92,0.534100
4,93,-0.820839
4,94,-0.982703
4,95,-0.238766
4,96,-2.003289
4,97,5.963239
4,98,-0.931326
4,99,6.268739
5,5,19.409453
5,6,-1.294209
5,7,-2.682146
5,8,6.070285
5,9,-2.879367
5,10,0.789800
5,11,-1.369096
5,12,-1.749003
5,13,0.100652
5,14,-0.960535
5,15,-1.554101
5,16,4.149452
5,17,-1.840484
5,18,4.210287
5,19,7.665282
5,20,-2.059409
5,21,-0.517715
5,22,3.762268
5,23,6.421618
5,24,3.422096
5,25,-0.148186
5,26,-1.321974
5,27,1.642982
5,28,-2.797870
5,29,-0.308149
5,30,3.412352
5,31,-1.205320
5,32,6.501288
5,33,5.916984
5,34,6.805670
5,35,0.084436
5,36,4.748164
5,37,-1.456621
5,38,5.975040
5,39,0.617863
5,40,2.010743
5,41,5.918346
5,42,-0.035217
5,43,-1.826656
5,44,-0.217117
5,45,-0.963648
5,46,5.712684
5,47,-1.054382
5,48,1.062942
5,49,-2.747943
5,50,4.721651
5,51,6.744149
5,52,4.131592
5,53,4.123688
5,54,-2.188904
5,55,2.946255
5,56,3.356381
5,57,-2.229292
5,58,4.937049
5,59,0.043751
5,60,-0.193495
5,61,-1.575700
5,62,-0.865447
5,63,6.068692
5,64,7.382087
5,65,6.096010
5,66,-0.702488
5,67,5.641008
5,68,0.248873
5,69,0.331292
5,70,-1.682251
5,71,5.739264
5,72,6.942409
5,73,9.017131
5,74,0.872459
5,75,-1.832285
5,76,3.836803
5,77,-0.240121
5,78,6.602205
5,79,5.717397
5,80,5.635651
5,81,0.524904
5,82,4.074459
5,83,-2.722378
5,84,0.245467
5,85,5.131616
5,86,6.077334
5,87,7.055968
5,88,6.713939
5,89,-2.621500
5,90,-0.573818
5,91,6.731581
5,92,0.311634
5,93,2.198900
5,94,-1.051304
5,95,-0.713643
5,96,0.570350
5,97,5.522391
5,98,-0.398456
5,99,3.741677
6,6,3.750212
6,7,-0.780167
6,8,7.522874
6,9,-0.571763
6,10,-1.143676
6,11,-2.240145
6,12,0.220989
6,13,1.934424
6,14,-1.419833
6,15,-1.552779
6,16,4.352831
6,17,0.294192
6,18,9.223308
6,19,3.383311
6,20,0.418463
6,21,-0.505149
6,22,4.815173
6,23,3.292036
6,24,3.814279
6,25,1.368103
6,26,1.278099
6,27,7.283382
6,28,-0.233909
6,29,-1.610202
6,30,4.445111
6,31,-0.594915
6,32,8.880056
6,33,3.603574
6,34,4.389138
6,35,-0.436687
6,36,3.232317
6,37,-1.318619
6,38,5.308357
6,39,-0.857534
6,40,8.421159
6,41,8.095992
6,42,-0.932870
6,43,-0.465553
6,44,0.192945
6,45,-0.822583
6,46,4.071440
6,47,-1.225245
6,48,-0.982321
6,49,0.314241
6,50,8.148562
6,51,6.827254
6,52,4.768939
6,53,5.354039
6,54,-2.006699
6,55,5.478786
6,56,5.872433
6,57,-0.561537
6,58,5.263643
6,59,-2.877064
6,60,0.631967
6,61,0.358872
6,62,0.070287
6,63,5.954999
6,64,5.370384
6,65,5.588036
6,66,0.444970
6,67,3.579762
6,68,-0.111072
6,69,0.461289
6,70,-1.874246
6,71,4.315037
6,72,7.782293
6,73,3.186596
6,74,-1.706586
6,75,-0.114639
6,76,5.579080
6,77,-0.155291
6,78,4.780099
6,79,4.372330
6,80,7.526663
6,81,-1.564209
6,82,8.075075
6,83,-0.458696
6,84,0.181977
6,85,8.631651
6,86,7.921181
6,87,7.263171
6,88,3.376206
6,89,-0.833145
6,90,-0.032140
6,91,2.668312
6,92,-0.645277
6,93,-0.962810
6,94,-0.262269
6,95,-3.460236
6,96,-0.871299
6,97,6.729553
6,98,-0.265778
6,99,6.940259
7,7,10.676487
7,8,6.952602
7,9,-0.374335
7,10,-1.287800
7,11,0.948420
7,12,-1.100917
7,13,-1.075186
7,14,-2.376434
7,15,0.146300
7,16,7.939300
7,17,-0.821119
7,18,6.005309
7,19,2.806240
7,20,-1.949909
7,21,2.455693
7,22,4.171647
7,23,2.493239
7,24,5.275805
7,25,-0.507448
7,26,-0.142864
7,27,4.886750
7,28,-0.525813
7,29,-0.015982
7,30,6.280400
7,31,-1.486815
7,32,3.497416
7,33,9.008516
7,34,7.020730
7,35,0.496958
7,36,1.648073
7,37,0.115043
7,38,4.908229
7,39,0.077478
7,40,4.440673
7,41,6.260470
7,42,-0.273692
7,43,-1.522327
7,44,-0.835299
7,45,1.459796
7,46,7.572062
7,47,-2.691631
7,48,2.192778
7,49,-2.994816
7,50,6.240844
7,51,5.716023
7,52,4.919660
7,53,5.500857
7,54,-0.203999
7,55,3.541387
7,56,2.231326
7,57,0.163655
7,58,4.774552
7,59,-1.075157
7,60,-0.834351
7,61,-1.864759
7,62,-1.112411
7,63,2.274206
7,64,6.909801
7,65,7.531545
7,66,-1.172319
7,67,9.109346
7,68,-0.336669
7,69,-2.378650
7,70,0.962473
7,71,4.009458
7,72,4.798557
7,73,3.055011
7,74,-0.147622
7,75,-1.010418
7,76,4.150731
7,77,-1.136199
7,78,6.333598
7,79,7.243472
7,80,6.915685
7,81,-1.491291
7,82,6.549558
7,83,-1.259069
7,84,1.038279
7,85,7.084011
7,86,4.534515
7,87,4.961561
7,88,4.533473
7,89,-0.417630
7,90,-0.866652
7,91,6.672206
7,92,-0.733242
7,93,-0.595475
7,94,-0.733989
7,95,-2.826651
7,96,0.972828
7,97,8.974076
7,98,0.403472
7,99,9.160206
8,8,-79.889270
8,9,6.844810
8,10,5.777499
8,11,6.742214
8,12,4.396476
8,13,4.423782
8,14,5.176054
8,15,5.863421
8,16,-8.545443
8,17,3.578461
8,18,-6.905881
8,19,-9.345597
8,20,5.429237
8,21,4.818250
8,22,-14.247154
8,23,-10.668050
8,24,-11.158491
8,25,5.668305
8,26,5.029978
8,27,-7.888650
8,28,7.479746
8,29,3.872187
8,30,-10.454642
8,31,6.155675
8,32,-12.847387
8,33,-12.091173
8,34,-7.073014
8,35,3.327201
8,36,-8.088890
8,37,6.666947
8,38,-9.664506
8,39,5.390508
8,40,-10.725932
8,41,-10.597204
8,42,4.472162
8,43,4.790170
8,44,2.867615
8,45,3.791614
8,46,-8.382200
8,47,6.454389
8,48,6.940873
8,49,6.127622
8,50,-12.187153
8,51,-12.311721
8,52,-5.595595
8,53,-6.271539
8,54,4.194479
8,55,-6.452634
8,56,-9.767843
8,57,4.391450
8,58,-11.253283
8,59,6.925715
8,60,6.280017
8,61,5.004710
8,62,8.152623
8,63,-10.190136
8,64,-7.949814
8,65,-10.369565
8,66,5.211897
8,67,-8.928703
8,68,8.207837
8,69,3.590976
8,70,3.363305
8,71,-7.623860
8,72,-5.133801
8,73,-12.211764
8,74,4.448094
8,75,6.563165
8,76,-5.718510
8,77,3.289772
8,78,-9.634562
8,79,-6.841528
8,80,-9.584947
8,81,5.843284
8,82,-14.131993
8,83,7.980656
8,84,7.528930
8,85,-8.553393
8,86,-8.562484
8,87,-9.359431
8,88,-6.022943
8,89,6.721311
8,90,5.234935
8,91,-8.728728
8,92,5.255162
8,93,8.238423
8,94,7.791861
8,95,7.659869
8,96,7.208173
8,97,-8.358014
8,98,4.261365
8,99,-8.541351
9,9,13.695640
9,10,-1.164646
9,11,-0.519814
9,12,-2.394629
9,13,0.143742
9,14,-0.248087
9,15,-1.185656
9,16,7.707637
9,17,-0.306385
9,18,7.404775
9,19,7.150747
9,20,-0.631355
9,21,-0.654476
9,22,3.853823
9,23,7.846950
9,24,6.690167
9,25,-2.544438
9,26,-1.652920
9,27,7.327761
9,28,-2.723780
9,29,-0.105711
9,30,6.156460
9,31,0.042808
9,32,6.013714
9,33,7.838407
9,34,4.051188
9,35,-0.051304
9,36,4.845014
9,37,1.520641
9,38,6.321898
9,39,-2.435989
9,40,1.525506
9,41,6.402794
9,42,0.242306
9,43,-2.253026
9,44,-1.104942
9,45,0.483246
9,46,6.544515
9,47,-0.962269
9,48,-2.281430
9,49,0.624151
9,50,3.717858
9,51,5.423495
9,52,2.820428
9,53,5.466905
9,54,-1.585299
9,55,4.976395
9,56,5.387478
9,57,-1.014493
9,58,5.576326
9,59,-0.234782
9,60,0.344694
9,61,0.294720
9,62,1.011276
9,63,4.071270
9,64,7.614788
9,65,3.244622
9,66,0.731208
9,67,5.975838
9,68,-1.719209
9,69,-0.635848
9,70,1.987331
9,71,5.393615
9,72,4.391573
9,73,5.614146
9,74,-2.683435
9,75,-1.141598
9,76,6.193325
9,77,-1.914852
9,78,8.004541
9,79,6.232076
9,80,4.133433
9,81,1.362431
9,82,8.372812
9,83,0.268562
9,84,1.641185
9,85,4.669676
9,86,5.970704
9,87,4.037845
9,88,4.397863
9,89,1.181270
9,90,-1.475248
9,91,5.276101
9,92,-0.120979
9,93,-2.459259
9,94,-1.847621
9,95,0.196987
9,96,-0.569991
9,97,6.325762
9,98,0.493494
9,99,5.080894
10,10,33.171466
10,11,-0.733513
10,12,0.078746
10,13,-0.990835
10,14,-0.709738
10,15,-0.237433
10,16,8.407612
10,17,-1.312495
10,18,2.336411
10,19,7.166507
10,20,-1.334620
10,21,-0.296962
10,22,6.706050
10,23,5.358395
10,24,6.461963
10,25,-0.294047
10,26,-0.704757
10,27,4.369326
10,28,1.629517
10,29,-1.575340
10,30,6.113533
10,31,-1.802009
10,32,2.992055
10,33,4.012784
10,34,5.048186
10,35,-3.507286
10,36,6.250845
10,37,0.191478
10,38,4.084863
10,39,1.864815
10,40,4.383621
10,41,7.694717
10,42,-1.119430
10,43,-1.241909
10,44,-1.991497
10,45,0.191961
10,46,6.112176
10,47,0.761366
10,48,0.258689
10,49,0.458754
10,50,5.336201
10,51,3.739123
10,52,3.407744
10,53,4.957736
10,54,-1.660810
10,55,4.238842
10,56,6.128322
10,57,-2.107889
10,58,5.455304
10,59,1.098026
10,60,2.232510
10,61,-0.657570
10,62,-1.061462
10,63,7.509083
10,64,5.040957
10,65,5.436554
10,66,-1.285676
10,67,4.165466
10,68,-1.311629
10,69,-2.632900
10,70,0.441012
10,71,8.017516
10,72,6.126363
10,73,3.949774
10,74,-0.978130
10,75,0.299812
10,76,7.474684
10,77,-2.354837
10,78,5.023399
10,79,6.178557
10,80,1.888684
10,81,-3.088650
10,82,6.884049
10,83,-0.607690
10,84,0.659859
10,85,5.070161
10,86,3.537110
10,87,5.426172
10,88,5.022097
10,89,-2.261880
10,90,-2.009641
10,91,2.905208
10,92,0.122533
10,93,-2.181271
10,94,1.122182
10,95,-0.284699
10,96,-1.311309
10,97,3.371665
10,98,-0.836278
10,99,4.301557
11,11,41.186350
11,12,-1.494920
11,13,-1.677629
11,14,-2.333780
11,15,-0.665677
11,16,3.094243
11,17,-1.078282
11,18,6.134146
11,19,5.431225
11,20,0.242427
11,21,-0.399300
11,22,5.127238
11,23,5.480206
11,24,4.687709
11,25,-0.063568
11,26,0.659669
11,27,3.954214
11,28,-2.502206
11,29,-0.026147
11,30,3.012549
11,31,-3.117245
11,32,6.455323
11,33,4.567873
11,34,3.004831
11,35,1.104976
11,36,4.451019
11,37,-0.876619
11,38,5.944702
11,39,-1.654094
11,40,4.713908
11,41,3.112393
11,42,-1.185310
11,43,-2.513770
11,44,-1.033705
11,45,-0.070930
11,46,3.168312
11,47,-0.929885
11,48,-1.525746
11,49,-2.090888
11,50,4.970398
11,51,3.154001
11,52,2.433337
11,53,4.769468
11,54,-0.510214
11,55,5.439902
11,56,5.511426
11,57,-0.492591
11,58,7.194583
11,59,0.160828
11,60,-0.371504
11,61,-1.796186
11,62,0.455897
11,63,6.238962
11,64,4.601745
11,65,2.956261
11,66,1.462675
11,67,2.877932
11,68,-0.751352
11,69,-0.158976
11,70,0.555683
11,71,6.016391
11,72,5.569835
11,73,5.173365
11,74,-1.223046
11,75,0.044488
11,76,5.191231
11,77,0.177916
11,78,6.290779
11,79,6.263644
11,80,4.404992
11,81,-0.531209
11,82,6.640394
11,83,1.226377
11,84,-0.899422
11,85,5.502065
11,86,6.204329
11,87,1.804434
11,88,8.770583
11,89,-1.969882
11,90,-2.536962
11,91,5.527611
11,92,-0.240101
11,93,0.163663
11,94,-2.330561
11,95,0.211932
11,96,0.280727
11,97,2.804360
11,98,-1.891877
11,99,7.314477
12,12,40.277452
12,13,0.622691
12,14,-1.304733
12,15,-1.802522
12,16,7.059087
12,17,0.607558
12,18,4.545748
12,19,4.418390
12,20,-1.479597
12,21,1.695603
12,22,4.569466
12,23,7.335638
12,24,4.356308
12,25,-0.855479
12,26,-0.048410
12,27,4.124933
12,28,-1.588639
12,29,-0.925333
12,30,6.317819
12,31,-0.847346
12,32,4.963706
12,33,5.792733
12,34,4.810994
12,35,-0.013906
12,36,6.131649
12,37,-0.160699
12,38,5.427182
12,39,-0.901412
12,40,4.307992
12,41,5.277085
12,42,2.447686
12,43,-3.682453
12,44,-1.397610
12,45,-0.106836
12,46,3.627185
12,47,0.636857
12,48,1.345656
12,49,-1.738183
12,50,4.279013
12,51,3.203514
12,52,2.584249
12,53,5.710332
12,54,-3.047761
12,55,5.452346
12,56,5.464070
12,57,-0.629745
12,58,7.151830
12,59,-1.519629
12,60,-0.578170
12,61,-2.075434
12,62,0.405554
12,63,4.901038
12,64,5.193480
12,65,7.850221
12,66,0.520105
12,67,3.409939
12,68,-1.037500
12,69,-0.538669
12,70,-3.101233
12,71,5.299416
12,72,3.389226
12,73,7.023144
12,74,-0.214410
12,75,-2.583358
12,76,1.330288
12,77,0.600382
12,78,4.402048
12,79,5.527331
12,80,6.686529
12,81,0.251339
12,82,5.673407
12,83,-2.767267
12,84,0.247434
12,85,3.648842
12,86,6.443858
12,87,3.326857
12,88,3.106877
12,89,0.961075
12,90,0.040191
12,91,4.294485
12,92,0.760037
12,93,-1.657094
12,94,-0.856033
12,95,-2.023201
12,96,-1.844904
12,97,2.143714
12,98,0.728280
12,99,5.392782
13,13,15.614513
13,14,-0.587822
13,15,1.464416
13,16,5.462134
13,17,-0.233403
13,18,3.424057
13,19,8.088532
13,20,0.414358
13,21,0.677488
13,22,6.901470
13,23,6.473191
13,24,4.413275
13,25,-1.339242
13,26,-0.548802
13,27,4.606466
13,28,-1.986248
13,29,-3.242622
13,30,6.238454
13,31,-0.019666
13,32,6.337807
13,33,6.674464
13,34,4.142100
13,35,0.003704
13,36,3.269081
13,37,-0.909976
13,38,7.174593
13,39,0.331206
13,40,6.216340
13,41,6.348897
13,42,-1.222152
13,43,-0.226517
13,44,0.423832
13,45,0.366474
13,46,2.942532
13,47,-0.306963
13,48,-2.225765
13,49,-1.387629
13,50,7.066417
13,51,7.333064
13,52,3.494595
13,53,6.669055
13,54,0.332869
13,55,7.555992
13,56,4.503829
13,57,-2.625329
13,58,4.037591
13,59,0.814642
13,60,-0.235196
13,61,0.019059
13,62,-1.942306
13,63,6.037454
13,64,5.577378
13,65,5.776114
13,66,0.737883
13,67,6.688519
13,68,0.490047
13,69,0.454440
13,70,1.137427
13,71,5.941781
13,72,4.830147
13,73,4.639424
13,74,-0.345986
13,75,-0.201442
13,76,3.858242
13,77,0.438330
13,78,5.482969
13,79,4.933127
13,80,6.268594
13,81,-0.191157
13,82,2.561118
13,83,-0.517499
13,84,-2.522847
13,85,5.476205
13,86,5.425207
13,87,7.208551
13,88,2.888654
13,89,-1.640128
13,90,0.889826
13,91,8.885349
13,92,2.710378
13,93,0.024955
13,94,0.845523
13,95,-3.027559
13,96,-0.511586
13,97,5.131068
13,98,-0.196277
13,99,5.780864
14,14,29.518350
14,15,-0.217980
14,16,8.629480
14,17,-0.845297
14,18,4.235248
14,19,5.761013
14,20,-0.861403
14,21,1.051898
14,22,6.891152
14,23,5.090589
14,24,5.128475
14,25,0.975768
14,26,0.860185
14,27,4.819856
14,28,0.107797
14,29,-2.913221
14,30,7.315232
14,31,-0.861195
14,32,7.121373
14,33,4.859705
14,34,5.530615
14,35,1.030515
14,36,3.728740
14,37,-0.073933
14,38,5.865510
14,39,-0.786854
14,40,3.874069
14,41,5.314207
14,42,-0.488179
14,43,-1.666555
14,44,1.282438
14,45,-0.863058
14,46,8.412983
14,47,-0.096400
14,48,-1.229797
14,49,-0.206610
14,50,5.778732
14,51,4.565056
14,52,2.881577
14,53,3.639818
14,54,-0.244095
14,55,7.584922
14,56,8.051435
14,57,-0.459663
14,58,5.905004
14,59,-1.339113
14,60,-2.002081
14,61,-1.572049
14,62,-1.336644
14,63,5.773307
14,64,2.451854
14,65,5.246681
14,66,-0.522471
14,67,5.129269
14,68,0.702255
14,69,-1.641346
14,70,-1.008213
14,71,3.533320
14,72,4.284857
14,73,6.239562
14,74,-3.075596
14,75,-2.595761
14,76,6.172813
14,77,-2.049710
14,78,5.990202
14,79,4.284972
14,80,5.646124
14,81,-2.230773
14,82,5.326752
14,83,0.262146
14,84,-3.236627
14,85,7.437431
14,86,5.802868
14,87,3.854735
14,88,3.765842
14,89,0.265201
14,90,-1.698715
14,91,5.892906
14,92,-1.507478
14,93,0.496045
14,94,0.720591
14,95,-0.223612
14,96,-1.334242
14,97,4.713088
14,98,-1.225167
14,99,5.577554
15,15,15.776793
15,16,5.651711
15,17,-0.922455
15,18,2.621828
15,19,4.896324
15,20,-0.153435
15,21,-0.069360
15,22,6.476683
15,23,6.149811
15,24,4.529345
15,25,0.040626
15,26,0.008342
15,27,5.860611
15,28,-2.236603
15,29,-2.112650
15,30,3.323656
15,31,-1.584507
15,32,3.936401
15,33,5.788184
15,34,5.326328
15,35,-1.030968
15,36,4.292284
15,37,0.243318
15,38,7.922474
15,39,0.414341
15,40,6.676782
15,41,8.102012
15,42,0.102104
15,43,-2.103777
15,44,1.296363
15,45,-1.937454
15,46,5.375356
15,47,1.238547
15,48,-1.518051
15,49,-3.104265
15,50,5.377228
15,51,8.048960
15,52,3.714298
15,53,8.095589
15,54,-1.113064
15,55,7.164523
15,56,6.509295
15,57,-0.223492
15,58,6.394304
15,59,-2.055626
15,60,-1.970878
15,61,-1.807855
15,62,-1.171512
15,63,2.697161
15,64,8.909305
15,65,4.057271
15,66,-1.678469
15,67,5.746598
15,68,-2.014669
15,69,-0.582136
15,70,-1.250876
15,71,5.279700
15,72,2.206157
15,73,5.261883
15,74,-1.419097
15,75,0.867463
15,76,4.634434
15,77,-0.648192
15,78,2.409567
15,79,5.123510
15,80,3.404701
15,81,-0.500130
15,82,4.795881
15,83,1.237756
15,84,0.073642
15,85,5.528440
15,86,3.170929
15,87,5.462299
15,88,4.824791
15,89,0.825809
15,90,-0.178971
15,91,5.910707
15,92,1.449532
15,93,-0.505491
15,94,0.128115
15,95,-2.990073
15,96,-0.180171
15,97,5.554718
15,98,-3.840146
15,99,6.903347
16,16,-84.459457
16,17,5.612858
